,addr,mobile,realname
605,河南省周口市太康县县城谢安路中段,13673879768,太康县爱玛电动车专卖店
606,河南省周口市扶沟县县城东关爱玛专卖,18639428565,扶沟县达源家电有限公司
607,河南省周口市西华县七一路中段路北爱玛专卖,15138366866,河南省周口市西华县杜战胜
608,河南省周口市中州路中段朝阳摩托车有限公司,15839477738,周口市朝阳摩托车销售有限公司
609,河南省周口市沈丘县长安中路,13283019968,沈丘县爱玛电动车专卖店
610,郸城县人民路中段路东,15303908880,郸城县春晓电动车商贸中心
611,河南省周口市鹿邑县东城紫气大道爱玛专卖,18039620078,鹿邑县何振爱玛电动车专卖店
612,河南省漯河市解放路爱玛专卖店,13703852898,漯河市大前商贸有限公司
613,河南省漯河市临颍县颖河路中段路北,18003956811,临颍县松章电动车商行
614,河南省安阳县水冶镇利民商厦,18937298999,安阳县利民电器有限责任公司
615,河南省安阳市滑县新区胡庄南路,15994132199,安阳市巨星电动车有限公司
616,汤阴县向阳路岳飞铜像北50米,18603723898,汤阴县城关向阳路大成电动车行
617,河南省林州市龙山区东环路中,15093916815,林州市龙山区富士达电动车销售部
618,河南省安阳市中州路工贸中心站牌西50米,18637218266,安阳市北关区鸿达电动车行
619,河南省濮阳市红旗路,13703839563,濮阳市勇胜车业有限公司
620,河南省濮阳市范县老城东街,13939305326,范县城关爱玛电动车专卖店
621,河南省濮阳市台前县金水路北段爱玛电动车专卖店,13849305807,台前县金水路诚信车行
622,河南省濮阳市南乐县新华商贸步行街,13707671849,南乐县周选童车大世界
623,河南省鹤壁市浚县北关大街中段路东爱玛电动车专卖店,13939261122,浚县城镇增福电动车行
624,河南省鹤壁市淇滨区107国道147号,13939230119,鹤壁市开发区学科电动车经销部
625,河南省鹤壁市淇县红旗路东段房产局对面,13849235999,淇县爱德森电动广场
626,河南省沁阳市建设北路中心岗楼北100米,13849519977,沁阳市辉九车业有限公司
627,河南省焦作市温县大明电动车广场,13839160388,温县古温大街爱玛电动车行
628,武陟县黄河大道农机局楼下,13939155255,武陟县海通名车城
629,河南省焦作市博爱县鸿昌街道办事处中山路中段,13939176645,博爱县文亮车行
630,河南省焦作市孟州市会昌路中段,13782733328,孟州市欣悦电动自行车店
631,河南省焦作市解放区建设中路铜马东,13939161666,焦作市解放区建设中路卫国电动车销售店
632,河南省焦作市修武县云台商厦,15139118601,修武县云台商厦车业超市
633,河南省新乡市红旗区西大街爱玛电动车专卖店,13837311940,新乡市八方视听电子有限责任公司爱玛电动车店
634,河南省新乡市辉县市东环路,13849349846,辉县市爱玛电动车城
635,河南省新乡市获嘉县行政路爱玛专卖店,13781964980,获嘉县东环路艳菊电动自行车门市部
636,河南省新乡市长垣县金贝山商城爱玛专卖店,15083145771,河南省新乡市长垣县毛瑞雪
637,河南省新乡市延津县城关卫生西路爱玛专卖店,13598689398,延津县德隆车业有限公司
638,河南省新乡市卫辉县老电业局楼下万隆商场对过,15560229388,卫辉市健康路劲松电动车行
639,河南新乡市原阳县博大步行街爱玛店 ,13937387111,河南省原阳县娄军亮
640,河南省新乡市封丘县北干道中段爱玛专卖店,15903018518,河南省封丘县遆好强
641,河南省信阳市民权路中段爱玛专卖,13083760899,信阳市浉河区天余爱玛电动车经销处
642,河南省信阳市新县京九路南段爱玛专卖店,13569775219,河南省信阳市新县阮祥军
643,河南省信阳市商城县城关镇西大桥、往东30米,13033709118,商城县爱玛电动车专卖店
644,河南省信阳市淮滨县防洪通道中段,15938236688,淮滨县顺达摩托车销售有限公司
645,河南省信阳市潢川县跃进东路108号,13183373888,潢川县华龙摩托车经销有限责任公司
646,罗山县江淮路万隆商贸,13782995425,罗山县顺峰商贸
647,光山县城司马光东路文化中心对面,13837621708,光山县爱玛电动车专卖店
648,河南省信阳市固始县廖城北路中段爱玛专卖,13782942988,固始县爱玛电动车专卖店
649,河南省驻马店市自由街北段爱玛电动车专卖店,18639969888,驻马店市新洪润商贸有限公司
650,河南省驻马店市正阳县真阳镇南环路,13223836768,河南省驻马店市正阳县熊奎青
651,河南省驻马店市遂平县107国道路东爱玛专卖店,13603801162,遂平县爱玛电动车店
652,河南省驻马店市西平县新洪路爱玛电动车,13603808408,西平县向伟电动车经营部
653,河南省驻马店市汝南县天中商厦一楼,13839901233,汝南县爱玛电动车专卖店
654,河南省驻马店平舆县子地大道爱玛专卖店,13723088878,张小红爱玛电动车销售店
655,河南省驻马店市新蔡县中环路爱玛专卖,13193730888,河南大洪河商贸有限公司
656,河南省驻马店市上蔡县白云大道,13503996253,上蔡县源动力商贸有限公司
657,黑龙江省双鸭山市宝清县利民街440号,13634643777,宝清县福林电动车自行车商行
658,黑龙江省双鸭山市饶河县绕河镇通江街武装小区,13796399906,饶河县新兴达摩托车销售有限责任公司
659,黑龙江省牡丹江市西三条路爱民街路口86号,13624532160,牡丹江市西安区飞达电动车商店
660,黑龙江省牡丹江穆棱市八面通镇长征路,18645314616,穆棱市八面通镇腾辉爱玛电动车专卖店
661,黑龙江省牡丹江市东宁县东宁镇宏源街挨人大家属楼门市,13089869217,东宁县香油姐自行车电动车行
662,黑龙江省牡丹江市海林市华泰购物商场一楼,13945393029,海林市鑫通达摩托车商行
663,黑龙江省哈尔滨市道里区埃德蒙顿路100-3号,13796618844,黑龙江省名典电动车销售有限公司
664,黑龙江省哈尔滨市木兰县木兰镇振兴大街,13351906788,木兰县大运摩托车商行
665,黑龙江省哈尔滨市方正县方正镇中央大街天合大厦,13936482008,方正县方正镇黎明摩托城
666,黑龙江省哈尔滨市依兰县购物中心一层,18104509678,依兰县名典爱玛电动车商店 
667,黑龙江省哈尔滨市南三道街金泰家园楼下,13804540706,五常市大阳三轮车商店
668,黑龙江省鹤岗市萝北县凤翔大街,15545904555,萝北县凤翔镇比德文电动车行
669,黑龙江省鸡西市广源城西门,18604666448,鸡西市鸡冠区国峰自行车商行
670,黑龙江省鸡西市密山市光复街,13351877188,密山市密山镇飞翎摩托车商店
671,黑龙江省大庆市高新区纬二路10-21楼,13351852333,大庆高新区源利自行车商店
672,黑龙江省大庆市肇州县肇州镇民主街八厂西街209号,18346688789,肇州县赵永国电动车行
673,黑龙江省绥化市中直小北五路180号爱玛电动车,15246525333,绥化市北林区小龙爱玛电动车商店
674,黑龙江省海伦市向阳大街生产开发楼南数三门,13704555356,海伦市爱玛自行车商店
675,黑龙江省绥化市望奎县中央大街奋斗路64号,18645563382,望奎县望奎镇正大电动车行
676,黑龙江省七台河市勃利县南大直路,15845397999,勃利县大天电动车商店
677,黑龙江省佳木斯市长安路789号鸿泰电动车商行,13039632136,佳木斯市向阳区鸿泰电动车商行
678,黑龙江省佳木斯市同江市建设路中段爱玛电动车,13339548119,同江市和兴爱玛电动车卖店
679,黑龙江省佳木斯市桦南县新华路,13846115478,桦南县新华铃木摩托车商店
680,黑龙江省佳木斯市富锦市中央大街西段道北,13845448778,富锦市爱玛电动车专卖店
681,黑龙江省佳木斯市汤原县胜利街,13845460008,汤原县天意摩托车行
682,黑龙江省齐齐哈尔市龙沙区安居火电10号楼银钢摩托车,18946271716,龙沙区豪华摩托车商店
683,黑龙江省齐齐哈尔市拜泉县南二道街路西,13763498890,拜泉县华乐家电有限公司
684,黑龙江省齐齐哈尔市克东县鑫源路253号,14745895000,克东县龙华爱玛电动车商店
685,黑龙江省齐齐哈尔市碾子山区铁南综合楼南一号宏大自行车商店,13766515388,齐齐哈尔市碾子山区宏大自行车商店
686,黑龙江省大兴安岭呼玛县呼玛镇和顺家园,13624570312,呼玛县比亚乔摩托车销售部
687,黑龙江省黑河县嫩江县义合兴门市福民大街22号,13846318999,嫩江县大众洪顺摩托车销售有限公司
688,黑龙江省黑河市北安市乌裕尔大街252号,13089098533,北安市鑫鑫盛达自行车配件商店
689,黑龙江省黑河市五大连池市一道街五金楼下,18745651333,五大连池市龙华爱玛电动车商店
690,湖北省武汉市江岸区三阳路19号爱玛专卖店,13907147995,武汉市江岸区尊威力车行
691,湖北省武汉市新洲区邾城齐安大道15号,13986151776,湖北省武汉市新洲区梅卫兵
692,湖北省武汉市江夏区物资大厦楼下门面,13871130768,武汉市江夏区爱玛电动车专卖店
693,湖北省武汉市汉南区汉南大道190号,13797077266,湖北省武汉市汉南区唐春芳
694,湖北省武汉市阳逻街道平江路X爱玛电动车,15527882340,武汉市新洲区元培车行
695,湖北省黄石市黄石大道王家里948#,15871186638,黄石港区小明电动车行
696,湖北省黄石市大冶市大冶大道80-9号（老火车站广场对面）,15871180668,大冶市兴隆摩托车商行
697,湖北省黄石市阳新县古商城501号爱玛专卖,18971779600,阳新县兴国镇诚信车行
698,湖北省黄冈市红安县红坪大道26号卫生防疫站对面爱玛专卖店,13636088110,湖北省红安县喻理平
699,湖北省黄冈市黄州大道爱玛专卖店,15971381289,黄冈市黄州区爱尚车行
700,湖北省黄冈市蕲春县漕河镇齐昌大道163号,18671362918,湖北省黄冈市蕲春县官雄梅
701,湖北省黄冈市浠水县老转盘建行对面,15897927222,湖北省黄冈市浠水县张飞
702,湖北省黄冈市蕲春县蕲州镇二里湖大道爱玛专卖店,13476665995,湖北省黄冈市蕲春县蕲州镇孙强华
703,湖北省黄冈市黄梅县五祖大道466号爱玛电动车,13235429478,湖北省黄冈市黄梅县洪涛
704,麻城市建设路20号,18995738906,麻城市建春电动车经营店
705,湖北省黄冈武穴市三号路房产大厦门面,13972738828,武穴市中盛车行
706,湖北省鄂州市江碧路108号-7爱玛电动车专卖店,13972971379,鄂州市江碧路凯骑电动车行
707,湖北省咸宁市温泉桂花西路112号,13997516279,温泉爱玛电动车专卖店
708,湖北省咸宁市通山县电动车街爱玛专卖店,13669082100,诚信车行
709,湖北省咸宁市通城县北门摩托车街爱玛专卖店,13997505838,湖北省咸宁市通城县杜玲
710,湖北省咸宁市嘉鱼县鱼岳镇沙阳大道56号（畜牧局）,15377175692,湖北省咸宁市嘉鱼县左林
711,湖北省咸宁市崇阳县沿河大道346号,13972857296,湖北省咸宁市崇阳县汪落军
712,湖北省武汉市蔡甸区蔡甸街汉阳大街,13720272573,武汉喜运商贸有限公司
713,湖北省武汉市黄陂区环城冰晶兰59-1号商铺,13871278189,武汉市黄陂区明超摩托车商行
714,湖北省随州广水市永阳大道6号,13886854188,广水市应山爱玛电动车专卖店
715,湖北省随州市时代广场3场爱玛电动车,13100756551/15826769066,湖北随州张艳玲
716,湖北省襄阳市人民路爱玛专卖店,15971106313,湖北省襄樊市襄阳区吕小伟
717,湖北省襄樊老河口市大桥路爱玛专卖店,13995743818,湖北省襄樊市老河口市张华
718,湖北省宜城市襄沙大道51-3号(农业局旁）,13921949117,湖北省宜城顾华安
719,湖北省襄樊市谷城县双雄路7号加油站对面爱玛电动车,13797752366,谷城县爱玛电动车4S店
720,湖北省枣阳市新华北路86号爱玛专卖店,13871788575,枣阳市宏宇电动车经营部
721,长兴一路路口佳吉快运院内,13907298878,孝感市城区黄艳华电动车行
722,湖北市孝感市应城市蒲阳大道光明商务宾馆旁,15098063132,应城市陈记车行
723,湖北省孝感市大悟县城中北路爱玛专卖,13789995169,湖北省孝感市大悟县杜建司
724,湖北省汉川市信女大道8号爱玛专卖店,13733433594董艳玲，13886398565张勇,汉川市尊威车业经销部
725,湖北省孝感市云梦县城关梦泽大道134号,13886393101,云梦县霍涛电动车行
726,湖北省孝感市安陆市文昌路23号爱玛电动车专卖店,18371255598,安陆市金博鸿商贸有限公司
727,湖北省孝昌县新苑中段38号爱玛专卖,15107299799,孝昌张震铎
728,湖北省十堰市茅箭区老街转盘爱玛电动车,15327952888/15717285233,茅箭区火车站顺意摩托车行
729,湖北省十堰市竹山县城关镇人民路107-2,13581380630,竹山县城关镇爱玛电动车销售部
730,湖北省十堰市丹江口市丹江大道砂石厂门口,13117100892,湖北省十堰市丹江口市王红兵
731,湖北省天门市大桥南路摩托车市场爱玛专卖店,15871887288,天门市爱玛电动车专营店
732,湖北省潜江市园林工业园区袁光大道11号,13114339830,湖北省潜江市王斌
733,湖北省仙桃市中亚电动车市场,18608666187,湖北省仙桃市杨建军
734,湖北省荆门钟祥市爱玛专卖店,13593785988,钟祥陈静
735,湖北省荆门市象山大道98号3号门面,13597946667,湖北省荆门市吴艳
736,湖北省荆门市沙洋县汉津大道21-26号,18971867878,沙洋县兴华电动车经营部
737,湖北省荆州市松滋市新江口镇环城路金松建材城88-95号,13593890788,松滋市繁华商贸有限公司
738,湖北省荆州市荆州区荆南路32-26号,15826608858,荆州区全昊车行
739,湖北省荆州地区石首市机动车产业城爱玛专卖店,13972382886,石首市机动车产业城济南轻骑摩托车行
740,湖北省荆州市荆州区弥陀寺西街爱玛电动车店,15927817174,荆州区弥市镇宏达电动车经营部
741,湖北省监利县交通路爱玛专卖店（监利县城区）,13545820777,监利县万家顺电器
742,湖北省荆州市江陵县郝学镇江陵大道,15826608858,湖北省荆州市江陵县唐巧丽
743,湖北省荆州市公安县斗湖堤镇警民路（摩托车大市场）,15171121409,湖北省荆州市公安县严卫华
744,湖北省荆州市洪湖市宏伟南路爱玛专卖,13797397791,湖北省洪湖市杨萍
745,湖北省宜都市名都花园步行街爱玛电动车,15872594509,宜都市爱玛电动车经销店
746,湖北省宜昌市夷陵大道249号,13040999328,宜昌市伍家岗区阳光车行
747,湖北省宜昌当阳市长坂路28号永久车行,13085150987,当阳市玉阳蔡勇电动自行车经营部
748,湖北省宜昌枝江市马家店街办迎宾大道59号,13872660947,枝江市庆龙电动车经营部
749,湖北省恩施市航空路航空花园181号爱玛电动车专卖店,13997763444,恩施李关发
750,湖北省恩施市来凤县凤翔大道105号爱玛电动车专卖店,15342822499,来凤县爱玛电动车专卖店
751,湖南省浏阳市荷花办事处天马路,13237494045,浏阳市荷花安红摩托车行
752,湖南省长沙市芙蓉区远大一路167号(爱玛电动车),18174434688,湖南省长沙市芙蓉区远大一路167号(爱玛电动车)
753,湖南省株洲市攸县交通路爱玛专卖店,15574142073,攸县城关胜辉电动车行
754,湖南省株洲市芦淞区建宁开发区鑫海投资管理有限公司B7号,13786312768,芦淞区中腾车行
755,湖南省株洲市茶陵县摩托车大市场M栋3、4号,13787816298,茶陵县华勇电动车行
756,湖南省湘潭市湘乡市东山中路30号,15873246550,湘乡市昆仑桥办事处欧阳电动车店
757,湖南省岳阳市花板房摩托车大市场11号,13873085183,岳阳市岳阳楼区来利电动车商行
758,湖南省岳阳市平江县城关镇大桥路,18073039808,湖南省岳阳市平江县林江
759,湖南省岳阳市临湘市长五路原副食公司门面,18073012578,湖南省临湘市李里
760,湖南省岳阳市华容县港东南路爱玛电动车专卖店,13100201556,湖南省华容县綦三杰
761,湖南省岳阳汨罗市高泉南路75车队1-2号门面爱玛专卖,13787985112,湖南省汨罗市张寒秋
762,湖南省衡阳市石鼓区泉山路36号,13467741188,衡阳市石鼓区豪玛车业
763,湖南省衡阳市衡山县开云镇义安路39号,13187347099,衡山县王中王摩托超市
764,衡阳县西渡镇蒸阳东路,13575137617/13786431186,衡阳县城关鸿福摩托车修配行
765,湖南省衡阳市衡东县城北正街（东01263）号,18944980732/18973423690,衡东县王派电动车专卖店
766,湖南省衡阳市耒阳市神农路,15773416665,耒阳市爱玛电动车店
767,湖南省衡阳市祁东县鼎西路118号,13317343466,祁东县鼎鑫车行
768,湖南省常宁市泉峰西路交通局旁,13087348386,常宁市荣丰车行
769,湖南省郴州市燕泉北路51号爱玛专卖,13407418788,郴州市冠铭电动车行
770,湖南省郴州市桂阳县鹿峰街道迎宾路,15773530888,桂阳县恩赐摩托车行
771,湖南省郴州市资兴市鲤鱼江区鲤鱼江车站旁,13420240479,资兴市谢基华爱玛电动车经销店
772,湖南省郴州市宜章县城南乡新田村委会第7村民小组,13975517869,宜章县新鑫电动车行
773,湖南省郴州市临武县城关镇文昌南路私人门面,13549595659,临武县吉祥车行
774,湖南省嘉禾县珠泉镇人民南路52号,18175762988,嘉禾县名车汇车行
775,湖南省常德市鼎城区桥南汽车总站斜对面（大湖路）,13575226757,常德市鼎城区腾龙车行
776,湖南省常德市澧县澧阳镇新河居委会澧阳路576号,13975696508,澧县天瑞摩配经营部
777,常德市桃源县漳江镇洞庭宫社区樟江南路洞庭宫居委会门面,13974240719,桃源县漳江镇宋文洪电摩城
778,湖南省怀化市鹤城区舞水路122号,13707451982,鹤城区宏运车行
779,湖南省怀化市会同县新县政府旁（锦绣豪苑6-7号）,18807458580,会同县兄弟车行
780,湖南省怀化市靖州县飞山中路205号,18974579789,靖州县宏盛车行
781,湖南省怀化市麻阳县高村镇建设南路037号,15897417100,麻阳军军车行
782,湖南省湘西土家族苗族自治州凤凰县沱江镇城北凤凰家苑北5栋117-118号门面,13517436726,凤凰县晨曦电动车行
783,湖南省吉首市人民中路广花苑住宅小区1-2.1-3号,15274358010,吉首市爱在米兰电动自行车行
784,湖南省益阳市南县茅草街文化路,15367374918,湖南省益阳市南县曹利明
785,湖南省益阳市南县南洲镇兴盛大道762号,18988838718,南县南洲宇维电动车行
786,湖南省宁远县桐山街道重华南路287号,15581361188,宁远县新现代车行
787,湖南省永州市道县道州北路,13787667286,道县仁秀摩托车店
788,湖南省永州市祁阳县浯溪中路315号（环卫所对面）,13657466668,祁阳县浯溪镇虹源车行
789,湖南省永州市江华瑶族自治县苍松西路17-1号,13974687229,江华瑶族自治县好景摩托车行
790,湖南省永州市新田县老法院门面,13787688071,新田县龙泉镇九生摩托销售店
791,湖南省永州市蓝山县塔峰镇湘粤路253号,15575364699,蓝山县常健电动车销售部
792,湖南省永州市零陵区南津南路派出所斜对面,13874631350,湖南省永州市零陵区王建军
793,湖南省邵阳市双清区建设中路27-28号门面,15873786853,邵阳市顺意电动车行
794,洞口县工业园慧创汽贸城122号,15367299488,洞口县精兵爱玛电动车销售部
795,湖南省邵阳市武冈县陶侃交通局旁,13973578152,武冈市爱玛电动车店
796,湖南省邵阳市邵东县兴和大道483-485号,13507392743,邵东县两市镇大众电动车店
797,湖南省张家界市永定区澧滨小学旁风湾路口爱玛电动车专卖店,18074415789,张家界市永定区宋晗电动车销售部
798,湖南省张家界市慈利县环城南路,15580541628,慈利县云飞电动车车行
799,湖南省娄底市娄星区金香市场20栋16号,15007380659,娄底市经济开发区爱玛电动车店
800,湖南省娄底市双峰县国藩路八号爱玛专卖店,18973813536,双峰县爱玛电动车行
801,吉林省延边自治州延吉市长白山西路1458号,13089326999,延边雅马哈摩托车销售有限公司
802,安新街进修学校南侧,18743398887,珲春市英豪车行
803,吉林省敦化市渤海街翰章南大街果窑一楼门市,18343311717,敦化市鑫源王宇摩托车行
804,和龙市和龙大街,13596589794,和龙市利达自行车商店
805,吉林省通化市柳河县柳河大街区474号,13844552787,柳河县柳河镇科达电动车行
806,吉林省通化市东昌区建设大街纺织配件1号门市房4号门市,15114352666,通化辛升摩托车销售有限公司
807,吉林省集安市鸭江路1643号,18243599090,集安市天予摩托车商行
808,吉林省通化市辉南县朝阳镇大众车行新天地南门,15143775111,辉南县朝阳镇爱玛电动车行
809,吉林省长春市南关区大马路与四马路交汇,13756139944,南关区韵达电动车行
810,吉林省长春榆树市榆树大街北段,13689857308,榆树市爱玛电动车专卖店
811,吉林省长春市德惠市新华街,13844115988,德惠市东盛新能源汽车销售服务有限公司
812,吉林省长春市农安县农安镇政协家属楼北1门,15044170044,农安县农安镇大华电动车行
813,吉林省辽源市龙山区辽河大路5585号,13614378494,辽源市龙山区爱玛电动车行
814,吉林省辽源市东丰县向阳路五金二楼,13843761366,东丰镇新胜五金商店
815,吉林省白城市海明西路28-8号,13894685922,白城市超越车业经销处
816,吉林省白城市洮南市富文东路,15114409876,洮南市吴力志电动车商店
817,吉林省白城市大安市安泰明珠花园小区南门第8门市,15944639885,大安市爱玛电动车商行
818,吉林省白城市大安市安广镇长白西路246号,13943634437,大安市安广镇星驰电动车行
819,吉林省松原市江南锦江大街929号,13943811081,松原市长武经贸有限责任公司
820,吉林省四平市铁东区南一马路1227号,13843449000,四平市铁东区一品摩托车经销处
821,吉林省双辽市老农机公司楼下,13694021187,双辽市爱玛电动车商店
822,吉林省四平市公主岭市汽车站对面爱玛专卖店,15944487024,公主岭市金鑫车业
823,吉林省四平市梨树县梨树镇环卫小区,13069034311,梨树县梨树镇齐鸣摩托车商行
824,吉林省白山市抚松县抚松镇南新区,15104390889,抚松县抚松镇三枪电动车
825,吉林市吉林大街302,,吉林市船营区吉利电动车经销部
826,江苏省南京市白下区中华路536号爱玛专卖店,18551611000,南京永杰电动车销售有限公司
827,江苏省南京市高淳县宝塔路158号,13327716776,高淳县淳溪镇淳中电动车销售中心一店
828,江苏省南京市六合区泰山路25号爱玛专卖店,13002559835,南京六合东泰自行车商店
829,江苏省南京市江宁区上元大街622号南京新吉车辆有限公司,13621596789,南京新吉贸易有限公司
830,江苏省南京市溧水县大东门中国移动对面爱玛专卖店,13776526188,南京市溧水区海蕴车行
831,江苏省南京市浦口区江浦街道中圣南街80号,15996303002,南京市浦口区绿能电动车超市店
832,江苏省镇江市扬中市扬子东路61号,13952900858,扬中市宝岛电动车城
833,镇江市丁卯桥路111号五矿镇江分公司,15952885555,镇江佳冠电动车有限公司
834,江苏省金坛市薛埠镇茅东大街,18651989099,常州金坛东亚摩托销售有限公司
835,常州市武进区礼河镇长北路16号,1893237777,常州市大迈车辆销售有限公司
836,江苏省常州市金坛市北环东路136号,13906146278,常州市金坛区金沙汽车摩托车销售中心
837,江苏省常州市溧阳市平陵中路319号,13961241100,溧阳市先行车辆销售有限公司
838,江苏省扬州市高邮市通湖路爱玛电动车,13164991188,高邮市大华车行
839,江苏省扬州市仪征市人民路77号伟业电动车有限公司（爱玛专卖店）,18952706988,仪征市喜洋洋电动车有限公司
840,江苏省扬州市宝应县安宜东路烟草公司对面,13511706006,宝应县友好车业商行
841,江苏省扬州市江都市长江路行政服务中心斜对面3楼爱玛专卖店,13852780727,江都区仙女镇爱玛电动车商行
842,江苏省扬州市汶河南路33号爱玛专卖店,18912123456,广陵区东升电动车经营部
843,江苏省淮安市金湖县金石机电城电动车超市32幢爱玛专卖店,13852266188,金湖县爱玛电动车经营部
844,江苏省淮安市洪泽县东风路128号水果批发市场,15312341686,洪泽县高良涧镇超越电动车门市
845,江苏省淮安市淮安区楚州大道老汽车站东对面,13511536585,淮安市淮安区耀马摩托车经营部
846,江苏省淮安市淮阴区通盛花苑9幢3号,15851759277,淮阴区飞翔助动自行车经营部
847,江苏省淮安市涟水县淮海路（白鹭花园东大门）爱玛电动车服务部,18015121588,涟水县好的车业有限公司
848,江苏省淮安市盱眙县淮河东路东段,15312344523,盱眙王成电动车配件经营部
849,江苏省苏州市吴中区胥口镇宝带西路5122号,15862339395,苏州市高亿玛贸易有限公司
850,江苏省苏州市昆山市震川西路145号,13906260106,昆山市路通摩托车有限公司
851,江苏省苏州市太仓市人民北路60号爱玛电动车专卖店,13915536131,太仓市城厢镇乐尚电动车商行
852,江苏省苏州市太仓市浮桥镇和平路16号,13913791606,太仓市浮桥镇天翼摩托车维修部
853,江苏省苏州市太仓市浏河镇闸北路爱玛专卖,15206223315,太仓市浏河镇尚清海车行
854,江苏省苏州市太仓市沙溪镇新北东路1号,18662108838,太仓市邵氏物贸有限公司
855,江苏省苏州市常熟市梅李镇伟达电动车销售部,13338724602,常熟市伟达电动车销售有限公司
856,江苏省苏州市吴江市盛泽镇东方中路18号,13812716878,吴江市盛泽镇爱玛电动车店
857,江苏省苏州市张家港市长安中路247号,13906246408,张家港高氏车业有限公司
858,江苏省无锡市江阴市高巷路166-170号,15301521888,江阴市杰玛车业有限公司
859,江苏省无锡市惠山区钱桥镇钱桥大街27号,13961818786,惠山区钱桥美林娜电动车经营部
860,江苏省无锡市锡山区鹅湖镇爱玛专卖店,15861420361,锡山区奋特电动车车行
861,江苏省无锡市锡山区港下镇爱玛专卖店,13921152935,锡山区东港镇倍柔电动车经营部
862,江苏省无锡市宜兴市环保科技工业园茶泉路新阳光管业科技有限公司,18932372333,宜兴市宜城街道熠辉电动自行车店
863,江苏省南通市海安县海安镇中坝北路,13706278666,海安县远大电动车城
864,江苏省南通市港闸区国强路511号,13912258888,南通佰盈商贸有限公司
865,江苏省南通市如东县马塘镇建设路24号,13962792536,如东昆仑电瓶车经营部
866,江苏省南通市如皋市天庭市南侧爱玛专卖,13511586028,如皋市顺缘电动自行车经营部
867,江苏省南通市海门市人民西路370号,13806287078,海门市远翔摩托车有限公司
868,江苏省南通市启东市吕四港镇来鹤路108号,13962732938,启东市康达电动车经营部
869,江苏省靖江市渔婆南路56-8号中信银行南隔壁爱玛专卖店,13739109899,靖江市宝迪贸易有限公司
870,江苏省泰州市海陵区青年路20号爱玛电动车专卖店中信银行对面,15298518518,泰州市子润商贸有限公司
871,江苏省泰州市泰兴市大庆西路15号,18761035718,泰兴市神龙电动车经营部
872,江苏省泰州市兴化市建设路155号,17768633889,兴化市逸涵电动车商行 
873,江苏省泰州市姜堰市人民中路218号,13952680580,姜堰区姜堰镇新通车行
874,江苏省徐州北三环，孟家沟港仓库,18051066886,徐州轻舟电动车有限公司
875,江苏省徐州市贾汪区青山泉镇振峰车行,15298788809,徐州市贾汪区青山泉镇振峰车行
876,江苏省徐州市邳州市民主西路爱玛专卖店,18052180166,邳州市书青商贸有限公司
877,江苏省徐州市新沂市新安路,15250921962,新沂市盛举商贸有限公司
878,江苏省徐州市睢宁县天虹大道爱玛专卖店,13805220385,睢宁县睢城镇万达农资门市
879,江苏省徐州市沛县人民市场南京街东门,13852128901,沛县荣士达电动车销售店
880,江苏省徐州市丰县解放中路欢乐美超市对面,13225288666,徐州润信长商贸有限公司
881,江苏省宿迁市泗阳县淮海中路金地广场爱玛专卖店,13805243631,泗阳县众兴镇顺源电动自行车经营部
882,江苏省宿迁市沭阳县宁波路12号,18761130888,沭阳县上海中路树明电动车经营部
883,江苏省宿迁市黄运路18号爱玛电动车专卖店,18605279855,宿城区大宇电动车经营部
884,江苏省宿迁市泗洪水岸城西门南50米,18118044333,泗洪县严啟芳电动自行车经营部
885,江苏省连云港市赣榆县青河丽景商业街爱玛电动车,18036666619,赣榆区青口镇爱玛电动车店
886,江苏省连云港市灌云县向阳路工商银行对面,15305122100,灌云县伊山镇爱玛电动车门市
887,江苏省连云港市灌南县人民东路3-6号,13815620583,灌南县新安镇爱玛电动车经营部
888,江苏省连云港市东海县牛山镇菜市街57-10号,15996131819,东海县牛山镇建都电动车经营部
889,江苏省连云港市新浦区青年西路爱玛电动车,15051166888,连云港腾荣商贸有限公司
890,盐城市亭湖区长坝村6组工业园区,15950222222,盐城市锐腾贸易有限公司
891,江苏省盐城市大丰市人民北路20号爱玛专卖店,13805113478,大丰市雪峰电动车商行
892,江苏省盐城市建湖县向阳路南侧苏捷综合楼东向西第8间,15950348999,建湖县永顺摩托车销售有限公司
893,江苏省盐城市东台市东台范公北路8号,18752921688,东台百利商贸有限公司
894,江苏省盐城市射阳县振阳路11号楼7-8号门市,18761260000,射阳县合德镇杨志电动车门市
895,江苏省盐城市响水县长江西路,15189320888,滨海县东坎镇明华车业门市部
896,江苏省盐城市阜宁县富建大厦1楼144号爱玛专卖店,18094331999,阜宁县阜城大华电动车门市
897,江西省南昌市西湖区洪城路105号 爱玛电动车专卖店,13576277118,南昌经谱车业有限公司
898,江西省南昌市新建区长堎镇长征西路252号,18970860166,新建区老肖电动车店
899,江西省南昌市安义县沿河路蔚蓝嘉园A28号楼,13803532156,安义县袁桥车行
900,江西省南昌市进贤县进贤大道326号,17770081988,进贤洪明怀
901,江西省上饶市五三大道延伸段27号,13170992985,信州区爱玛电动车营业部
902,江西省上饶市上饶县旭日北大道222号,15870948711/15007034975,上饶县海洋电动车行
903,江西省上饶市广丰县光明路爱玛专卖店,13879328788,广丰县爱玛电动车店
904,江西省上饶市弋阳县弋江镇志敏大地道11号,15270391688,弋阳县戴氏车行
