,code,name,address,tel,gps,level,openTime,isClose,pcode,ccode,dcode,p,c,d,longitude,latitude
5248,A0558009F15,唐集雅迪专卖店,蒙城县唐集镇,13966522719,"116.609827,33.376432",二网,8：00-18：30,1,340000,341600,341622,安徽省,亳州市,蒙城县,116.609827,33.376432
5249,A0558009F16,吕望雅迪专卖店,蒙城县吕望镇,18226112115,"116.497477,33.179197",二网,8：00-18：30,1,340000,341600,341622,安徽省,亳州市,蒙城县,116.497477,33.179197
5250,A0558009F17,三义雅迪专卖店,蒙城县三义镇,13966523603,"116.485473,33.109632",二网,8：00-18：30,1,340000,341600,341622,安徽省,亳州市,蒙城县,116.485473,33.109632
5251,A0558009F18,立仓雅迪专卖点,蒙城县立仓镇,15855878028,"116.71605,33.044007",二网,8：00-18：30,1,340000,341600,341622,安徽省,亳州市,蒙城县,116.71605,33.044007
5252,A0558009F19,柳林雅迪专卖点,蒙城县柳林镇,13030658876,"116.647589,33.112857",二网,8：00-18：30,1,340000,341600,341622,安徽省,亳州市,蒙城县,116.647589,33.112857
5253,A0558009E04,蒙城雅迪服务站,蒙城县宝塔路,05587957777,"116.571638,33.265736",一网,8：00-18：30,1,340000,341600,341622,安徽省,亳州市,蒙城县,116.571638,33.265736
5254,A0558025E01,人民路雅迪服务站,利辛县人民路26号雅迪专卖店,05588712888,"116.213221,33.142497",一网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.213221,33.142497
5255,A0558025F01,文州路雅迪服务站,利辛文州路180号,13956700406,"116.208486,33.154024",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.208486,33.154024
5256,A0558025F02,马店镇马胡路雅迪服务站,利辛马店镇马胡路126号,15156797279,"116.141774,33.092401",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.141774,33.092401
5257,A0558025F03,胡集镇人民西路雅迪服务站,利辛胡集镇人民西路239号,13339278933,"116.191942,32.986706",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.191942,32.986706
5258,A0558025F04,陶集镇人民路雅迪服务站,利辛陶集镇人民路1号,13515684440,"116.301827,32.965244",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.301827,32.965244
5259,A0558025F05,阚疃镇人民路雅迪服务站,利辛阚疃镇人民路4号,18056753200,"116.323117,33.015252",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.323117,33.015252
5260,A0558025F06,程集镇人民路雅迪服务站,利辛程集镇人民路6号,15056883406,"116.280231,33.09226",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.280231,33.09226
5261,A0558025F08,旧城镇人民路雅迪服务站,利辛旧城镇,13856790459,"116.260413,33.308648",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.260413,33.308648
5262,A0558025F09,刘集人民路雅迪服务站,利辛刘集人民路12号,13515690023,"116.21851,33.232535",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.21851,33.232535
5263,A0558025F10,人民路雅迪专卖店,利辛孙集镇,15856768881,"116.086431,33.255802",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.086431,33.255802
5264,A0558025F11,张村镇人民路雅迪服务站,利辛张村镇人民路15号,13856861268,"116.018247,33.320819",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.018247,33.320819
5265,A0558025F12,巩店镇人民路雅迪服务站,利辛巩店镇人民路8号,15056883125,"115.893178,33.211441",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,115.893178,33.211441
5266,A0558025F13,汝集镇振兴街雅迪服务站,利辛汝集镇振兴街21号,13956772150,"115.966736,33.220903",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,115.966736,33.220903
5267,A0558025F14,王人镇王人街雅迪服务站,利辛王人镇王人街4号,18709886833,"115.936306,33.132199",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,115.936306,33.132199
5268,A0558025F15,高堂集人民路雅迪服务站,利辛高堂集人民路8号,13675683688,"116.011536,33.151744",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.011536,33.151744
5269,A0558025F17,永兴镇北街雅迪专卖店,利辛永兴镇北街3号,13856869866,"116.032362,33.096325",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.032362,33.096325
5270,A0558025F18,王市镇东街雅迪服务站,利辛王市镇东街3号,15956762179,"116.088008,33.183215",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.088008,33.183215
5271,A0558025F19,东城人民路雅迪服务站,利辛东城人民路2号,15856748383,"116.078476,33.1437",二网,8：00-18：00,1,340000,341600,341623,安徽省,亳州市,利辛县,116.078476,33.1437
5272,A0566001F12,民生村雅迪专卖店,民生村路口,13856637409,"117.45915,30.647093",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.45915,30.647093
5273,A0566001E01,三台山天地商业广场雅迪专卖店,三台山天地商业广场,13156676668,"117.474998,30.654058",一网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.474998,30.654058
5274,A0566001F01,墩上镇华联超市隔壁雅迪专卖店,墩上镇华联超市隔壁,13856696089,"117.772356,30.588273",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.772356,30.588273
5275,A0566001F02,高岭加油站旁雅迪专卖店,高岭加油站旁,13955510167,"117.212649,30.461593",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.212649,30.461593
5276,A0566001F03,乌沙老车站对面雅迪专卖店,乌沙老车站对面,13856600881,"117.30778,30.645151",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.30778,30.645151
5277,A0566001F04,殷汇大桥旁雅迪专卖店,殷汇大桥旁,18005661358,"117.364941,30.4777",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.364941,30.4777
5278,A0566001F05,观前街道雅迪专卖店,观前街道,13856669781,"117.679323,30.699316",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.679323,30.699316
5279,A0566001F06,马衙街道雅迪专卖店,马衙街道,18056679881,"117.632171,30.640003",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.632171,30.640003
5280,A0566001F07,大路加油站旁雅迪专卖店,大路加油站旁,13956897938,"117.569194,30.623216",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.569194,30.623216
5281,A0566001F08,五十万小学对面雅迪专卖店,五十万小学对面,18956644617,"117.580533,30.690978",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.580533,30.690978
5282,A0566001F09,江口供电局旁雅迪专卖店,江口供电局旁,15956609134,"117.563113,30.735556",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.563113,30.735556
5283,A0566001F10,铜梓山加油站旁雅迪专卖店,铜梓山加油站旁,13866450778,"117.726787,30.785551",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.726787,30.785551
5284,A0566001F11,杜呜小区门口雅迪专卖店,杜呜小区门口,13083298980,"117.465042,30.646086",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.465042,30.646086
5285,A0566001F15,宝赛小区雅迪专卖店,宝赛小区,13355666681,"117.26525,30.504402",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.26525,30.504402
5286,A0566001F16,高坦水厂对面雅迪专卖店,高坦水厂对面,18905663358,"117.444504,30.360979",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.444504,30.360979
5287,A0566001F17,梅村邮政局对面雅迪专卖店,梅村邮政局对面,13955515502,"117.537928,30.394585",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.537928,30.394585
5288,A0566001F18,贵池中学对面雅迪专卖店,贵池中学对面,13905663663,"117.564457,30.692895",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.564457,30.692895
5289,A0566001F19,黄埔中学对面雅迪专卖店,黄埔中学对面,13063295616,"117.475275,30.65273",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.475275,30.65273
5290,A0566001F20,翠屏苑小区门口雅迪专卖店,翠屏苑小区门口,13856613955,"117.485789,30.643575",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.485789,30.643575
5291,A0566001F21,鹃桥镇中学旁雅迪专卖店,鹃桥镇中学旁,13955523292,"117.411013,30.523802",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.411013,30.523802
5292,A0566001F22,七一九华银行对面雅迪专卖店,七一九华银行对面,15205629911,"117.395344,30.50238",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.395344,30.50238
5293,A0566001F23,刘极小区门口雅迪专卖店,刘极小区门口,18356662081,"117.484862,30.647609",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.484862,30.647609
5294,A0566001F24,池口小区门面房雅迪专卖店,池口小区门面房,13866473482,"117.465886,30.644901",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.465886,30.644901
5295,A0566001F25,唐田市场对面雅迪专卖店,唐田市场对面,13905663204,"117.205525,30.363186",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.205525,30.363186
5296,A0566001F26,牌楼镇街道雅迪专卖店,牌楼镇街道,18905663893,"117.306763,30.347734",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.306763,30.347734
5297,A0566001F27,池州市阮桥镇店雅迪专卖店,池州市阮桥镇店,13866478683,"117.337886,30.596435",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.337886,30.596435
5298,A0566001F28,池州铜山矿雅迪专卖店,池州铜山矿,13856647242,"117.764151,30.818137",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.764151,30.818137
5299,A0566001F29,梅龙大桥旁雅迪专卖店,池州梅龙镇梅龙大桥旁,13856640585,"117.6468,30.768364",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.6468,30.768364
5300,A0566001F30,杨店村万成小学雅迪专卖店,贵池区牛头山镇杨店村万成小学旁,18905660356,"117.313713,30.520948",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.313713,30.520948
5301,A0566001F31,静安新城雅迪专卖店,贵池区静安新城,13965920659,"117.489899,30.64085",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.489899,30.64085
5302,A0566001F14,晏塘镇雅迪专卖店,晏塘镇邮政局对面,13965949877,"117.299336,30.582317",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.299336,30.582317
5303,A0566001F13,驻架九华雅迪专卖店,驻架九华银行对面,18226948145,"117.396354,30.665127",二网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.396354,30.665127
5304,A0566001E02,杏花家园服务站,杏花家园3号楼,13156676668,"117.483373,30.650906",一网,8：00-18：00,1,340000,341700,341702,安徽省,池州市,贵池区,117.483373,30.650906
5305,A0566002F01,大渡口街道雅迪专卖店,东至县大渡口街道,18056620579,"117.061596,30.486194",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,117.061596,30.486194
5306,A0566002F03,东琉街道雅迪专卖店,东至县东琉街道,13856664678,"116.9239,30.209418",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,116.9239,30.209418
5307,A0566002F07,高山街道雅迪专卖店,东至县高山街道,13955528533,"117.239801,30.153252",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,117.239801,30.153252
5308,A0566002F08,官港镇雅迪专卖店,官港镇,13866451900,"116.935011,29.911391",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,116.935011,29.911391
5309,A0566002F12,花园乡雅迪专卖店,花园乡,15805660378,"117.019865,29.962979",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,117.019865,29.962979
5310,A0566002F05,建新街道雅迪专卖店,东至县建新街道,18715664946,"117.200829,30.263285",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,117.200829,30.263285
5311,A0566002F11,龙泉镇雅迪专卖店,龙泉镇,13856639312,"116.792577,29.577411",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,116.792577,29.577411
5312,A0566002F06,青山街道雅迪专卖店,东至县青山街道,15305663616,"116.703554,29.691834",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,116.703554,29.691834
5313,A0566002F02,胜利街道雅迪专卖店,东至县胜利街道,15956248308,"117.05509,30.480683",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,117.05509,30.480683
5314,A0566002F10,石城镇主街雅迪专卖店,东至县石城镇主街,13856652310,"116.948863,29.857052",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,116.948863,29.857052
5315,A0566002F09,坦埠镇主街雅迪专卖店,东至县坦埠镇主街,18656625386,"117.147415,30.333983",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,117.147415,30.333983
5316,A0566002E01,鑫林河畔雅迪专卖店,东至县鑫林河畔,13955523766,"117.031848,30.111818",一网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,117.031848,30.111818
5317,A0566002F04,昭潭街道雅迪专卖店,东至县昭潭街道,13665663952,"116.82028,29.677512",二网,8：00-18：00,1,340000,341700,341721,安徽省,池州市,东至县,116.82028,29.677512
5318,A0566005F01,小河镇雅迪专卖店,小河镇,13856600681,"117.313884,30.260024",二网,8：00-18：00,1,340000,341700,341722,安徽省,池州市,石台县,117.313884,30.260024
5319,A0566005F02,丁香镇雅迪专卖店,丁香镇,15856605255,"117.359246,30.198291",二网,8：00-18：00,1,340000,341700,341722,安徽省,池州市,石台县,117.359246,30.198291
5320,A0566005F06,横渡镇雅迪专卖店,横渡镇,13695666361,"117.481873,30.213411",二网,8：00-18：00,1,340000,341700,341722,安徽省,池州市,石台县,117.481873,30.213411
5321,A0566005F04,七都镇雅迪专卖店,七都镇,13856657791,"117.780368,30.233843",二网,8：00-18：00,1,340000,341700,341722,安徽省,池州市,石台县,117.780368,30.233843
5322,A0566005E01,石台县雅迪专卖店,石台县人民路,13905665499,"117.48826,30.2193",一网,8：00-18：00,1,340000,341700,341722,安徽省,池州市,石台县,117.48826,30.2193
5323,A0566005F03,占大镇雅迪专卖店,占大镇,15856632609,"117.422033,30.114285",二网,8：00-18：00,1,340000,341700,341722,安徽省,池州市,石台县,117.422033,30.114285
5324,A0563015E02,状元北路雅迪服务站,状元北路,05632118007,"118.762801,30.954301",一网,7：00-18：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.762801,30.954301
5325,A0563015F01,南市路口雅迪服务站,十字街南市路口,05633498219,"118.845612,30.980731",二网,6：00-18：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.845612,30.980731
5326,A0563015F02,古泉街道雅迪专卖店,古泉街道23号,05633751825,"118.657328,31.038424",二网,6：00-21:30,1,340000,341800,341802,安徽省,宣城市,宣州区,118.657328,31.038424
5327,A0563015F03,芜疼路雅迪专卖店,芜疼路,15856333758,"118.971486,30.799168",二网,7：00-18：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.971486,30.799168
5328,A0563015F04,朱桥街道雅迪专卖店,朱桥街道,15212702820,"118.799652,31.117099",二网,6:30-20：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.799652,31.117099
5329,A0563015F05,寒亭路雅迪专卖店,寒亭路127号,05633977285,"118.564172,30.918331",二网,7：00-19：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.564172,30.918331
5330,A0563015F06,双桥街道雅迪专卖店,双桥街道28号,05633366387,"118.819036,30.959634",二网,7：00-18：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.819036,30.959634
5331,A0563015F07,希达小区雅迪专卖店,清溪路希达小区13栋14号门面,18956390445,"118.742631,30.934486",二网,6：00-21：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.742631,30.934486
5332,A0563015F08,沈村街道雅迪专卖店,沈村街道,13349131607,"118.866624,31.054918",二网,6：00-21：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.866624,31.054918
5333,A0563015F09,孙埠雅迪专卖店,孙埠中学对面,18792225795,"118.898955,30.904625",二网,6：00-21：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.898955,30.904625
5334,A0563015F10,双塘街道雅迪专卖店,双塘街道,13966172085,"118.852935,30.963622",二网,7：00-20：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.852935,30.963622
5335,A0563015F11,水阳街道雅迪专卖店,水阳街道,13083132008,"118.798572,31.231731",二网,7：00-20：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.798572,31.231731
5336,A0563015F12,望城岗镇雅迪专卖店,望城岗镇,13865388595,"118.693801,30.939901",二网,7:30-17:30,1,340000,341800,341802,安徽省,宣城市,宣州区,118.693801,30.939901
5337,A0563015F14,咎村雅迪专卖店,咎村小学旁,13637234326,"119.008381,31.218504",二网,7：00-20：00,1,340000,341800,341802,安徽省,宣城市,宣州区,119.008381,31.218504
5338,A0563015F15,养贤乡雅迪专卖店,养贤乡,13685638502,"118.72567,31.090075",二网,7：00-20：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.72567,31.090075
5339,A0563015F17,朱桥毛纺厂雅迪专卖店,朱桥毛纺厂旁,13856377811,"118.812026,31.066174",二网,6：00-21：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.812026,31.066174
5340,A0563015F18,高桥镇雅迪专卖店,高桥镇宣经路127号,05633703544,"118.584222,30.800358",二网,6:30-18：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.584222,30.800358
5341,A0563015F19,杨柳镇雅迪专卖店,杨柳镇杨柳街道218号,05633776191,"118.624028,30.84059",二网,6:30-19:30,1,340000,341800,341802,安徽省,宣城市,宣州区,118.624028,30.84059
5342,A0563015F20,棋盘镇雅迪专卖店,棋盘镇街道,13865485935,"118.976859,31.017711",二网,6:30-20:30,1,340000,341800,341802,安徽省,宣城市,宣州区,118.976859,31.017711
5343,A0563015F21,敬亭山镇雅迪专卖店,敬亭山镇敬亭山茶厂,13093480563,"118.692891,30.972349",二网,6：00-21：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.692891,30.972349
5344,A0563015F23,雁翅镇雅迪专卖店,雁翅镇,18656318113,"118.725118,31.28484",二网,6:30-20：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.725118,31.28484
5345,A0563015F24,大山庵乡雅迪专卖店,大山庵乡,15505637229,"118.713735,31.074762",二网,6:30-20：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.713735,31.074762
5346,A0563015F25,文昌镇雅迪专卖店,文昌镇,13155379993,"118.503631,30.905719",二网,6:30-20：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.503631,30.905719
5347,A0563015F27,中锐社区雅迪专卖店,中锐社区,13305635744,"118.78148,30.936075",二网,6：00-21：00,1,340000,341800,341802,安徽省,宣城市,宣州区,118.78148,30.936075
5348,A0563022E01,伍员中路雅迪服务站,郎溪县伍员中路,05637033277,"119.195073,31.135248",一网,7：30-18：00,1,340000,341800,341821,安徽省,宣城市,郎溪县,119.195073,31.135248
5349,A0563022F01,梅渚镇雅迪专卖店,梅渚镇中心小学对面,13856391341,"119.219449,31.263338",二网,7：30-18：00,1,340000,341800,341821,安徽省,宣城市,郎溪县,119.219449,31.263338
5350,A0563022F02,定埠镇街道雅迪专卖店,定埠镇街道,13637223001,"119.1713,31.295849",二网,7：30-18：00,1,340000,341800,341821,安徽省,宣城市,郎溪县,119.1713,31.295849
5351,A0563022F03,涛城镇街道雅迪专卖店,涛城镇街道,13675632975,"119.265644,31.11148",二网,7：30-18：00,1,340000,341800,341821,安徽省,宣城市,郎溪县,119.265644,31.11148
5352,A0563022F04,十字镇街道雅迪专卖店,十字镇街道,15956391375,"119.141659,30.980831",二网,7：00-17:30,1,340000,341800,341821,安徽省,宣城市,郎溪县,119.141659,30.980831
5353,A0563022F05,毕桥镇街道雅迪专卖店,毕桥镇街道,15156396221,"119.038325,31.019993",二网,7：30-19：00,1,340000,341800,341821,安徽省,宣城市,郎溪县,119.038325,31.019993
5354,A0563022F06,姚村乡雅迪专卖店,姚村乡,15956391025,"119.115086,30.895614",二网,7：30-19：00,1,340000,341800,341821,安徽省,宣城市,郎溪县,119.115086,30.895614
5355,A0563022F07,凌笪乡雅迪专卖店,凌笪乡,15956306141,"119.3054,31.207885",二网,7：30-19：00,1,340000,341800,341821,安徽省,宣城市,郎溪县,119.3054,31.207885
5356,A0563025E01,太极大道雅迪服务站,广德县太极大道加油站对面,15212767078,"119.409351,30.903345",一网,7：30-18：00,1,340000,341800,341822,安徽省,宣城市,广德县,119.409351,30.903345
5357,A0563025F01,邱村镇雅迪专卖店,邱村镇,13856327522,"119.446244,31.016794",二网,7：30-18：00,1,340000,341800,341822,安徽省,宣城市,广德县,119.446244,31.016794
5358,A0563025F02,凤桥街道雅迪专卖店,凤桥街道农村商业银行对面,05636752046,"119.521576,30.908156",二网,6:30-19：00,1,340000,341800,341822,安徽省,宣城市,广德县,119.521576,30.908156
5359,A0563025F03,柏垫街道雅迪专卖店,柏垫街道,13365348582,"119.258509,30.77761",二网,6:30-19：00,1,340000,341800,341822,安徽省,宣城市,广德县,119.258509,30.77761
5360,A0563025F05,誓节街道雅迪专卖店,誓节街道,13856338934,"119.225559,30.946497",二网,6:30-19：00,1,340000,341800,341822,安徽省,宣城市,广德县,119.225559,30.946497
5361,A0563025F06,石鼓村雅迪专卖店,石鼓村,13865339330,"119.416605,30.723638",二网,6:30-19：00,1,340000,341800,341822,安徽省,宣城市,广德县,119.416605,30.723638
5362,A0563025F07,杨滩镇雅迪专卖店,杨滩镇,13731910667,"119.180321,30.715574",二网,6:30-19：00,1,340000,341800,341822,安徽省,宣城市,广德县,119.180321,30.715574
5363,A0563021E01,谢园西路雅迪店,谢园西路,05635102815,"118.427022,30.695786",一网,8：-18：00,1,340000,341800,341823,安徽省,宣城市,泾县,118.427022,30.695786
5364,A0563021F01,黄村街道雅迪专卖店,黄村街道,13966175944,"118.339085,30.612365",二网,7：00-18：00,1,340000,341800,341823,安徽省,宣城市,泾县,118.339085,30.612365
5365,A0563021F02,桃花潭街道雅迪专卖店,桃花潭街道,13093615980,"118.162131,30.485276",二网,7：00:17：00,1,340000,341800,341823,安徽省,宣城市,泾县,118.162131,30.485276
5366,A0563021F03,榔桥镇雅迪专卖店,榔桥镇,13856332825,"118.469007,30.482571",二网,7：00-17：00,1,340000,341800,341823,安徽省,宣城市,泾县,118.469007,30.482571
5367,A0563021F04,厚岸街道雅迪专卖店,厚岸街道,13865323004,"118.032116,30.517659",二网,7：00-18：00,1,340000,341800,341823,安徽省,宣城市,泾县,118.032116,30.517659
5368,A0563021F05,丁桥街道雅迪专卖店,丁桥街道,13856332926,"118.33037,30.656139",二网,7：00-18：00,1,340000,341800,341823,安徽省,宣城市,泾县,118.33037,30.656139
5369,A0563021F06,童瞳雅街道雅迪专卖店,童瞳雅街道,13865323518,"118.353736,30.823912",二网,7：00-18：00,1,340000,341800,341823,安徽省,宣城市,泾县,118.353736,30.823912
5370,A0563021F07,北贡街道雅迪专卖店,北贡街道,15056288525,"118.207636,30.685128",二网,7：00-18：00,1,340000,341800,341823,安徽省,宣城市,泾县,118.207636,30.685128
5371,A0563021F08,昌桥街道雅迪专卖店,昌桥街道,13856370859,"118.418558,30.763533",二网,7：00-18：00,1,340000,341800,341823,安徽省,宣城市,泾县,118.418558,30.763533
5372,A0563005E01,安吉广场雅迪服务站,安吉广场,05638163730,"118.601511,30.068225",一网,7:30-16：00,1,340000,341800,341824,安徽省,宣城市,绩溪县,118.601511,30.068225
5373,A0563026E01,旌德县城西路雅迪专卖店,城西路烟草公司对面,13605638602,"118.544293,30.296455",一网,7：30-18：00,1,340000,341800,341825,安徽省,宣城市,旌德县,118.544293,30.296455
5374,A0563016E01,宁阳东路雅迪专卖店,宁国市宁阳东路23号,05634301234,"118.991877,30.627401",一网,7:30-18：00,1,340000,341800,341881,安徽省,宣城市,宁国市,118.991877,30.627401
5375,A0563016F01,河沥溪街道雅迪专卖店,河沥溪街道,13865477926,"119.018098,30.64522",二网,7:30-18：00,1,340000,341800,341881,安徽省,宣城市,宁国市,119.018098,30.64522
5376,A0563016F02,长虹铺雅迪专卖店,长虹铺72号,13865392001,"119.088445,30.689796",二网,6:30-19:30,1,340000,341800,341881,安徽省,宣城市,宁国市,119.088445,30.689796
5377,A0563016F03,虹龙街道雅迪专卖店,虹龙街道,13866961533,"119.016964,30.502363",二网,7:30-18：00,1,340000,341800,341881,安徽省,宣城市,宁国市,119.016964,30.502363
5378,A0563016F04,鸿门街道雅迪专卖店,鸿门街道,05634900027,"118.806137,30.34368",二网,6：00-22：00,1,340000,341800,341881,安徽省,宣城市,宁国市,118.806137,30.34368
5379,A0563016F05,甲路街道雅迪专卖店,甲路街道16号,05634900179,"118.85828,30.428186",二网,7：00-18：00,1,340000,341800,341881,安徽省,宣城市,宁国市,118.85828,30.428186
5380,A0563016F07,南极乡雅迪专卖店,南极乡路口,15956198856,"119.080393,30.401125",二网,6：00-21：00,1,340000,341800,341881,安徽省,宣城市,宁国市,119.080393,30.401125
5381,A0563016F08,中溪街道专卖店,中溪街道15号,13966218429,"119.168927,30.493816",二网,7：00-20：00,1,340000,341800,341881,安徽省,宣城市,宁国市,119.168927,30.493816
5382,A0563016F09,梅林街道专卖店,梅林街道,05634600485,"119.095443,30.567496",二网,7：00-17:30,1,340000,341800,341881,安徽省,宣城市,宁国市,119.095443,30.567496
5383,A0563016F10,宁墩街道雅迪专卖店,宁墩街道,13725634127,"119.12492,30.467401",二网,7：00-20：00,1,340000,341800,341881,安徽省,宣城市,宁国市,119.12492,30.467401
5384,A0563016F11,迎宾路雅迪专卖店,迎宾路112号,05634110259,"118.997798,30.63593",二网,7:30-20:30,1,340000,341800,341881,安徽省,宣城市,宁国市,118.997798,30.63593
5385,A0563016F12,南山西路雅迪专卖店,宁国市南山西路108号,13865358692,"118.974865,30.605369",二网,7：30-18：00,1,340000,341800,341881,安徽省,宣城市,宁国市,118.974865,30.605369
5386,A0591017E01,北二环中路雅迪专卖店,北二环中路茶园小环南一村14号5-7号店 ,059183995159,"119.319804,26.114915",一网,8：30-20：30,1,350000,350100,320106,福建省,福州市,鼓楼区,119.319804,26.114915
5387,A0591017E03,福飞南路雅迪专卖店,福飞南路213号榕信22号楼3号店面 ,059183995159,"119.305461,26.125199",一网,8：30-20：30,1,350000,350100,320106,福建省,福州市,鼓楼区,119.305461,26.125199
5388,A0591017E06,西二环北路雅迪专卖店,西二环北路416号,059183995159,"119.288483,26.089454",一网,8：30-20：30,1,350000,350100,320106,福建省,福州市,鼓楼区,119.288483,26.089454
5389,A0591017E12,北浪路雅迪服务站,华大街道北浪路88号福华花园12-13号店面,059183995159,"119.308383,26.12528",一网,8：30-20：30,1,350000,350100,320106,福建省,福州市,鼓楼区,119.308383,26.12528
5390,A0591017E16,西二环北路雅迪服务站,西二环北路416号5店面（陆庄高架桥康特酒店附近）,059183995159,"119.288608,26.089343",一网,8：30-20：30,1,350000,350100,320106,福建省,福州市,鼓楼区,119.288608,26.089343
